nombre,longitud,latitud
Campo del Moro,-3.717643517405592,40.41725023965558
Parque del Oeste,-3.7264886263951853,40.430137125992026
Parque del Retiro,-3.68212606611948,40.4140037497298
Parque Tierno Galván,-3.683787586934398,40.39051311665379
